index,published,topic,term,domain,language,valid,de,title,description,en,la,url,image,archive,content,quote,added,feed,country,ipcc,continent
6f6c56564d379861301a1160545231ce,2025-12-03T23:01:00Z,Fog,Nebel Deutschland,www.dwdl.de,de,0.0,"""Nicht nur sechs Episoden"": Wie HBO Max den Nebel lichten will. Bevor HBO Max im Januar auch in Deutschland startet, stellte der Streaming-Dienst in London sein Programm für 2026 vor. Dass man den strategischen Kurs revidiert hat, wurde dort ebenso offen angesprochen wie der Wunsch nach mehr Procedurals.","""Nicht nur sechs Episoden"": Wie HBO Max den Nebel lichten will","Bevor HBO Max im Januar auch in Deutschland startet, stellte der Streaming-Dienst in London sein Programm für 2026 vor. Dass man den strategischen Kurs revidiert hat, wurde dort ebenso offen angesprochen wie der Wunsch nach mehr Procedurals.","“Not just six episodes”: How HBO Max wants to clear the fog. Before HBO Max launches in Germany in January, the streaming service presented its program for 2026 in London. The fact that the strategic course had been revised was discussed openly there, as was the desire for more procedurals.","""Non sex tantum narrationes"": Quomodo HBO Max nebulam purgare vult. Ante HBO Max in Germania mense Ianuario movet, profusum munus suum propositum Londinii 2026 obtulit. Quod cursum opportunum recognitum sit, palam ibi disputatum est, ut plurium processuum cupiditas esset.",https://www.dwdl.de/magazin/104766/nicht_nur_sechs_episoden_wie_hbo_max_den_nebel_lichten_will/,https://www.dwdl.de/images/1764800897_hbo-max-showcase.jpg,,"Je länger man Casey Bloys zuhört, desto eher ist man geneigt zu glauben, dass es sich aus deutscher Zuschauersicht tatsächlich gelohnt hat, ein paar Jahre länger auf HBO Max zu warten. Der Wettlauf d… [+5254 chars]",,2025-12-15 10:38:49+00:00,wmo,Germany,WCE,Europe
8e7058f75d92e807297acf7ee2b3e821,2025-12-12T12:09:25Z,Snow&Ice,Schnee Deutschland,www.tagesspiegel.de,de,0.8,"Wetter im Advent: Dauergrau und mild: Von Winterwetter keine Spur. Schnee ist nicht in Sicht, aber reichlich Nebel. Gibt es irgendwo in Deutschland die Chance auf Sonnenschein?",Wetter im Advent: Dauergrau und mild: Von Winterwetter keine Spur,"Schnee ist nicht in Sicht, aber reichlich Nebel. Gibt es irgendwo in Deutschland die Chance auf Sonnenschein?","Weather in Advent: Permanently gray and mild: no sign of winter weather. There is no snow in sight, but there is plenty of fog. Is there a chance of sunshine anywhere in Germany?","Tempestas in Adventu: Perpetuo cinerea et mitis: hiemis nulla tempestas. In conspectu nix nulla est, sed nebula multa est. Estne usquam solis in Germania facultas?",https://www.tagesspiegel.de/gesellschaft/panorama/wetter-im-advent-dauergrau-und-mild-von-winterwetter-keine-spur-15046019.html,https://www.tagesspiegel.de/images/15046018/alternates/BASE_16_9_W1400/1765541364000/wetter.jpeg,,Auch am dritten Adventswochenende ist in Deutschland von winterlichem Wetter keine Spur zu entdecken. Der Deutsche Wetterdienst in Offenbach kündigte eine Fortsetzung der ungewöhnlich milden und über… [+894 chars],,2025-12-15 10:38:49+00:00,wmo,Germany,WCE,Europe
b629e69defc732a2f6e0017254f32869,2025-12-12T13:32:06Z,Fog,Nebel Deutschland,www.tagesspiegel.de,de,0.8,"Deutschland im Dauerherbst: Winter zeigt sich beim Wetter weiterhin nicht. Deutschland erlebt weiter mildes Wetter statt Winterkälte. Allerdings prägen Nebel, Hochnebel und wenig Sonne die kommenden Tage. Zu Weihnachten sehen Experten derzeit zwei Optionen.",Deutschland im Dauerherbst: Winter zeigt sich beim Wetter weiterhin nicht,"Deutschland erlebt weiter mildes Wetter statt Winterkälte. Allerdings prägen Nebel, Hochnebel und wenig Sonne die kommenden Tage. Zu Weihnachten sehen Experten derzeit zwei Optionen.","Germany in constant autumn: Winter is still not evident in the weather. Germany continues to experience mild weather instead of winter cold. However, fog, high fog and little sun will characterize the coming days. Experts currently see two options for Christmas.","Germania perpetuo autumno: hiems adhuc tempestate non apparet. Germania leni tempestatem loco hiemis frigus experiri pergit. Sed caligo, altus nebula et parvus sol dies adventus designabit. Hodie periti duas optiones pro Nativitate Domini vident.",https://www.tagesspiegel.de/gesellschaft/panorama/deutschland-im-dauerherbst-winter-zeigt-sich-beim-wetter-weiterhin-nicht-15046314.html,https://www.tagesspiegel.de/images/15046243/alternates/BASE_16_9_W1400/1765544553000/sonne-in-munchen.jpeg,,"Deutschland bleibt im Griff eines mächtigen Hochdruckgebiets, das milde Luftmassen heranführt und die typische Winterdynamik weitgehend blockiert. Das Resultat: ein Dezember, der vielerorts wie ein e… [+3133 chars]",,2025-12-15 10:38:49+00:00,wmo,Germany,WCE,Europe
239b1097cf7c2700fc0bedfe4116473b,2025-12-14T09:18:42Z,Fog,Nebel Deutschland,www.bild.de,de,0.8,Wetter am Sonntag - Nebeldecke über Deutschland – mit Chancen auf Sonne. Wettervorhersage für den 3. Advent: Wo sich die Sonne heute zeigen könnte.,Wetter am Sonntag - Nebeldecke über Deutschland – mit Chancen auf Sonne,Wettervorhersage für den 3. Advent: Wo sich die Sonne heute zeigen könnte.,Weather on Sunday - blanket of fog over Germany - with chances of sunshine. Weather forecast for the 3rd Advent: Where the sun could appear today.,Tempestas die Dominico - stragulum nebulae in Germania - cum solis casibus. Tempestas praenuntietur pro III Adventu: Ubi sol hodie apparere potuit.,https://www.bild.de/news/wetter/wetter-am-sonntag-nebeldecke-ueber-deutschland-mit-chancen-auf-sonne-693d526df679420e000b36d4,"https://images.bild.de/693d526df679420e000b36d4/47930b2033ab66392663eb3a20761d73,d19367f9?w=1280",,"Grauer Himmel statt Schneegestöber, Nebelschwaden statt Winterzauber der Advent zeigt sich in diesem Jahr von seiner trüben und vor allem milden Seite. Auch an diesem Sonntag? BILD fragte bei drei We… [+3294 chars]",,2025-12-15 12:03:08+00:00,wmo,Germany,WCE,Europe
718ef1477dbffbf170b394a7aeefab79,2025-12-07T09:57:21Z,Snow&Ice,Lawine Deutschland,www.tagesspiegel.de,de,0.8,Mitgerissen und verschüttet: 19-Jähriger aus Deutschland stirbt bei Lawinenabgang in Tirol. Am Samstag wird ein 19-Jähriger von einer Lawine verschüttet. Der junge Mann sei bei dem Abgang ungesichert unterwegs gewesen. Sein 21 Jahre alter Begleiter war am Seil gesichert und überlebte.,Mitgerissen und verschüttet: 19-Jähriger aus Deutschland stirbt bei Lawinenabgang in Tirol,Am Samstag wird ein 19-Jähriger von einer Lawine verschüttet. Der junge Mann sei bei dem Abgang ungesichert unterwegs gewesen. Sein 21 Jahre alter Begleiter war am Seil gesichert und überlebte.,"Carried away and buried: 19-year-old from Germany dies in an avalanche in Tyrol. On Saturday, a 19-year-old was buried in an avalanche. The young man was unsecured when he left. His 21-year-old companion was secured to the rope and survived.",Elatus et sepultus: XIX annos e Germania in Avalanche in Tyrolis moritur. Die Sabbati XIX annorum sepultus est in NIVIS. Insecuta est adulescens quando discessit. Socius eius XXI annorum funi factus est et supervixit.,https://www.tagesspiegel.de/gesellschaft/panorama/mitgerissen-und-verschuttet-19-jahriger-aus-deutschland-stirbt-bei-lawinenabgang-in-tirol-15026995.html,https://www.tagesspiegel.de/images/15027002/alternates/BASE_16_9_W1400/1765101340000/stubaier-gletscher.jpeg,,"Bei einem Lawinenabgang in Tirol ist ein 19-jähriger Deutscher ums Leben gekommen. Wie die österreichischen Behörden am Sonntag mitteilten, ereignete sich das Unglück am Samstagvormittag zwischen der… [+1174 chars]",,2025-12-15 17:03:21+00:00,wmo,Germany,WCE,Europe
8d25851940dde91e45b863c98e7441c4,2025-12-11T14:09:38Z,Snow&Ice,Eis Deutschland,www.n-tv.de,de,0.8,"Frühlingshafter Dezember: Weiße Weihnachten fallen voraussichtlich aus. In Wintermontur kamen in Deutschland in den vergangenen Tagen viele ins Schwitzen. Bei dem vergleichsweise warmen Wetter wird es erst einmal bleiben, sagt ntv-Meteorologe Alexander. Und auch wenn es zu den Festtagen etwas abkühlen könnte: Mit Schnee rechnen d…",Frühlingshafter Dezember: Weiße Weihnachten fallen voraussichtlich aus,"In Wintermontur kamen in Deutschland in den vergangenen Tagen viele ins Schwitzen. Bei dem vergleichsweise warmen Wetter wird es erst einmal bleiben, sagt ntv-Meteorologe Alexander. Und auch wenn es zu den Festtagen etwas abkühlen könnte: Mit Schnee rechnen d…","Spring-like December: White Christmas is expected to be cancelled. Many people in Germany have been sweating in winter gear over the past few days. The comparatively warm weather will remain for now, says ntv meteorologist Alexander. And even if it might cool down a bit during the holidays, expect snow...","Ver-sicut December: Nativitas Candidae expectatur cancellandae. Multi homines in Germania superiore paucos dies calces hiemales sudaverunt. Comparative tepidi temporis restabit, ntv astrologus dicit Alexander. Etiam si in diebus festis aliquid refrigeraret, nivem exspecta...",https://www.n-tv.de/panorama/Weisse-Weihnachten-fallen-voraussichtlich-aus-id30131964.html,https://www.n-tv.de/img/30131989/1765460863/Img_16_9/1200/07-12-2025-Baden-Wuerttemberg-Ertingen-Maenner-und-eine-Frau-mit-Nikolausmuetzen-baden-bei-einstelligen-Temperaturen-im-Schwarzachtalsee-Im-Hintergrund-schwimmt-ein-Weihnachtsbaum-auf-einer-Boje.jpg,,"Für Dezember recht warm, ja. Aber eigentlich noch lange kein Grund, die Badehosen aus dem Schrank zu holen. (Foto: dpa)
In Wintermontur kamen in Deutschland in den vergangenen Tagen viele ins Schwit… [+3771 chars]",,2025-12-18 13:25:10+00:00,wmo,Germany,WCE,Europe
5cfc99a2348e31672d397ffbc53404e6,2025-12-17T12:52:02Z,Snow&Ice,Schnee Deutschland,www.morgenpost.de,de,0.8,Gibt es 2025 weiße Weihnachten? So stehen die Chancen auf Schnee. Weiße Weihnachten werden in Deutschland immer seltener. Doch wie hoch sind die Chancen dieses Jahr? Erste Prognosen deuten Überraschendes an.,Gibt es 2025 weiße Weihnachten? So stehen die Chancen auf Schnee,Weiße Weihnachten werden in Deutschland immer seltener. Doch wie hoch sind die Chancen dieses Jahr? Erste Prognosen deuten Überraschendes an.,Will there be a white Christmas in 2025? So the chances of snow are there. White Christmas is becoming increasingly rare in Germany. But what are the chances this year? Initial forecasts suggest something surprising.,Nativitas alba anno MMXXV erit? Itaque casus nivis sunt. Nativitas alba magis magisque rara in Germania fit. Sed quae sunt casus hoc anno? Praenuntiationes initiales aliquid mirum suggerunt.,https://www.morgenpost.de/panorama/article410574920/weihnachten-schnee-wetterprognose-weisser-winter-wetter.html,https://img.sparknews.funkemedien.de/410574358/410574358_1764341624_v16_9_1600.jpeg,,Leise rieselt der Schnee aber leider nur im Weihnachtslied. Denn in Deutschland fallen die weißen Flocken immer seltener vom Himmel. Trotzdem hoffen viele Menschen Jahr für Jahr auf weiße Weihnachten… [+3693 chars],,2025-12-18 13:25:10+00:00,wmo,Germany,WCE,Europe
db69141684e3513086cfef836ec8c56d,2025-12-04T13:36:04Z,Precipitation,Niederschlag Deutschland,tirol.orf.at,de,0.8,"Wettersommer war abwechslungsreich. Das Wetter in den Alpen war im heurigen Sommer von Hitzephasen im Juni und August und stark schwankenden Niederschlagsmengen gekennzeichnet. Im Alpenraum von Österreich, der Schweiz und Deutschland war das es das vierte Sommerhalbjahr, das im Vergleich zum vi…",Wettersommer war abwechslungsreich,"Das Wetter in den Alpen war im heurigen Sommer von Hitzephasen im Juni und August und stark schwankenden Niederschlagsmengen gekennzeichnet. Im Alpenraum von Österreich, der Schweiz und Deutschland war das es das vierte Sommerhalbjahr, das im Vergleich zum vi…","Summer weather was varied. The weather in the Alps this summer was characterized by heat phases in June and August and strongly fluctuating amounts of precipitation. In the Alpine region of Austria, Switzerland and Germany, this was the fourth summer half of the year, which compared to the fourth…","Aestas tempestas varia erat. Tempestas in Alpibus aestatis huius aestatis tempore Iunio et Augusto insignita est ac valde fluctuans copiae praecipitationis. In regione Alpina Austriae, Helvetiae et Germaniae, haec erat quarta pars aestatis mediae anni, quae quarta ... comparatur.",https://tirol.orf.at/stories/3332754/,https://ibs.orf.at/tir?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2025%2F49%2F78%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F2856468_master_1103078_111.jpg%3Fs%3D1b820ad7a0d677294e3d30c59acb64b9ce0f50a2,,"Die Temperatur lag im Durchschnitt um 0,7 bis 0,8 Grad über dem Mittel der Jahre 1991 bis 2020. Allerdings war die Temperatur sehr unterschiedlich. Auf einen verbreitet kühlen Mai folgte ein heißer J… [+2145 chars]",,2025-12-18 17:01:09+00:00,wmo,Germany,WCE,Europe
1fb20e6d9f91c2ab82e44362b3bf8732,2025-12-08T05:30:37Z,Precipitation,Niederschlag Deutschland,stadt-bremerhaven.de,de,0.8,"Apple Wetter: Vorhersage „Niederschlag in der nächsten Stunde“ in Deutschland nutzbar. Lange Zeit schon schielen Nutzer hierzulande neidisch in Richtung USA oder Großbritannien, wenn es um bestimmte Funktionen der Apple-Wetter-App geht. Besonders die präzisen Niederschlagsmitteilungen sind ein Feature, das viele vermissen. Immerhin hat sich ein…",Apple Wetter: Vorhersage „Niederschlag in der nächsten Stunde“ in Deutschland nutzbar,"Lange Zeit schon schielen Nutzer hierzulande neidisch in Richtung USA oder Großbritannien, wenn es um bestimmte Funktionen der Apple-Wetter-App geht. Besonders die präzisen Niederschlagsmitteilungen sind ein Feature, das viele vermissen. Immerhin hat sich ein…","Apple Weather: “Precipitation in the next hour” forecast can be used in Germany. For a long time, users in this country have been looking enviously towards the USA or Great Britain when it comes to certain functions of the Apple weather app. The precise rainfall reports in particular are a feature that many miss. After all, there has been a…","Lacus Tempestas: ""Praeceptio in hora proxima"" prospicere potest in Germania adhiberi. Diu usores in hac terra invidebant erga USA vel Magna Britanniam cum ad certa munera Apple tempestatis app. Imbribus accuratis relationes particulares sunt pluma quam multi fallunt. Post omnes, fuit…",https://stadt-bremerhaven.de/apple-wetter-vorhersage-niederschlag-in-der-naechsten-stunde-in-deutschland-nutzbar/,https://stadt-bremerhaven.de/wp-content/uploads/2025/12/apple-Wetter-App-Symbol-Blau.jpg,,"Lange Zeit schon schielen Nutzer hierzulande neidisch in Richtung USA oder Großbritannien, wenn es um bestimmte Funktionen der Apple-Wetter-App geht. Besonders die präzisen Niederschlagsmitteilungen … [+2498 chars]",,2025-12-18 17:01:09+00:00,wmo,Germany,WCE,Europe
d7baab4babaf91d6c14267dfca7aeb6a,2025-12-18T16:52:08Z,Snow&Ice,Schnee Deutschland,www.n-tv.de,de,0.8,Temperaturen im Sturzflug: Der Winter reißt sich endlich zusammen. Jetzt wird es spannend. Die Wetterlage stellt sich um und so erreicht Deutschland in der Weihnachtswoche kalte Luft aus dem Osten. Für weiße Weihnachten fehlt aber noch eine wichtige Zutat: Schnee. Kommt der noch?,Temperaturen im Sturzflug: Der Winter reißt sich endlich zusammen,Jetzt wird es spannend. Die Wetterlage stellt sich um und so erreicht Deutschland in der Weihnachtswoche kalte Luft aus dem Osten. Für weiße Weihnachten fehlt aber noch eine wichtige Zutat: Schnee. Kommt der noch?,Temperatures are plummeting: winter is finally coming together. Now it's getting exciting. The weather situation changes and cold air reaches Germany from the east during Christmas week. But there is still one important ingredient missing for a white Christmas: snow. Is he still coming?,Temperaturae gradarii sunt: ​​hiems tandem convenitur. Nunc tristique lorem suscipit. Tempestas condicio mutatur et frigus aeris Germaniam ab oriente in hebdomada Nativitatis attingit. Sed adhuc una medicamenta magna deest pro natalibus albis: nives. Adhuc venit?,https://www.n-tv.de/panorama/Der-Winter-reisst-sich-endlich-zusammen-id30159981.html,https://www.n-tv.de/img/30160105/1766078171/Img_16_9/1200/16-12-2025-Baden-Wuerttemberg-Heiligkreuzsteinach-Schafe-stehen-auf-einer-von-Raureif-bedeckten-Wiese.jpg,,"Es wird kalt. (Foto: dpa)
Jetzt wird es spannend. Die Wetterlage stellt sich um und so erreicht Deutschland in der Weihnachtswoche kalte Luft aus dem Osten. Für weiße Weihnachten fehlt aber noch ein… [+2175 chars]",,2025-12-20 04:54:43+00:00,wmo,Germany,WCE,Europe
