index,published,topic,term,domain,language,valid,de,title,description,en,la,url,image,archive,content,quote,added,feed,country,ipcc,continent
cb4a4255d9ca9cb1232791e0982a8616,2026-04-05T09:04:02Z,Snow&Ice,Schnee Monthey Val d'illiez,www.diepresse.com,de,0.4,"Der Dank geht an die Biobauern [premium]. In Zeiten explodierender Dünger- und Energiepreise sollte die biologische Landwirtschaft einmal mehr in das zukunftsträchtige Scheinwerferlicht rücken, das sie verdient.",Der Dank geht an die Biobauern [premium],"In Zeiten explodierender Dünger- und Energiepreise sollte die biologische Landwirtschaft einmal mehr in das zukunftsträchtige Scheinwerferlicht rücken, das sie verdient.","Thanks go to the organic farmers [premium]. In times of exploding fertilizer and energy prices, organic farming should once again be given the promising spotlight it deserves.","Gratias ite organicis agricolis. In temporibus explodendis stercoratioribus ac energiae pretiis, agricultura organica iterum debet dari promissioni arcu quam meretur.",https://www.diepresse.com/20738849/der-dank-geht-an-die-biobauern,https://img.diepresse.com/public/incoming/c126k9-biolandwirtschaft/alternates/DPR_SOCIAL_MAGAZIN/Biolandwirtschaft,,"Prolog: Der Nachbar und ich, wir haben im Herbst vorgesorgt. Das versetzt uns in die angenehme Lage, jetzt schon über mehrere Fässchen Pflanzenjauche zu verfügen, hergestellt aus Brennnesseln, einer … [+4930 chars]",,2026-04-16 07:00:53+00:00,wmo,Switzerland,WCE,Europe
ed5a3241d2f3be87e1082f35d0502dbc,2026-04-07T14:30:00Z,Snow&Ice,Frost Marthalen Stammheim,www.dwdl.de,de,0.1,"ZDF trumpft im Streaming mit ""ZDFheute"" und ""heute-show"" auf. Während ""ZDFheute"" im VoD-Ranking anbieterübergreifend die stärkste Programmmarke war, lief auch die ""heute-show"" so gut wie seit elf Monaten nicht. Bei RTL+ fehlt der ganz große Reality-Hit, ""Temptation Island"" startete aber stärker als 2025","ZDF trumpft im Streaming mit ""ZDFheute"" und ""heute-show"" auf","Während ""ZDFheute"" im VoD-Ranking anbieterübergreifend die stärkste Programmmarke war, lief auch die ""heute-show"" so gut wie seit elf Monaten nicht. Bei RTL+ fehlt der ganz große Reality-Hit, ""Temptation Island"" startete aber stärker als 2025","ZDF trumps streaming with “ZDFheute” and “heute-show”. While ""ZDFheute"" was the strongest program brand across all providers in the VoD ranking, the ""heute-show"" also performed better than it had in eleven months. The really big reality hit is missing from RTL+, but “Temptation Island” started stronger than in 2025","ZDF trumps confluentes ""ZDFheute"" et ""heute-show"". Dum ""ZDFheute"" programma validissimum erat notam trans omnes provisores in ordo VoD, etiam ""heute-show"" melius quam in undecim mensibus faciebat. Hit revera magna realitas deest ab RTL+, sed ""Temptatio Island"" plus quam anno 2025 incepit",https://www.dwdl.de/zahlenzentrale/106088/zdf_trumpft_im_streaming_mit_zdfheute_und_heuteshow_auf/,https://www.dwdl.de/images/1665761770_heute-show.jpg,,Die drei nettoreichweitenstärksten Programmmarken in der letzten vollen März-Woche (23.-29.3.) kamen mal wieder allein aus dem News-Bereich. Erstmals seit Beginn der Ausweisung durch die AGF klettert… [+4281 chars],,2026-04-18 03:25:22+00:00,wmo,Switzerland,WCE,Europe
747eaf833e7be0922b5f7c8191cb5363,2026-04-14T13:30:00Z,Snow&Ice,eiskaltes St. Gallen Rorschach,www.dwdl.de,de,0.1,"""DSDS"" findet sein Publikum vor allem im linearen TV. Mit den linearen Quoten von ""Deutschland sucht den Superstar"" kann RTL ziemlich zufrieden sein, im Streaming spielte ""DSDS"" zum Auftakt zunächst eine untergeordnete Rolle. Dominiert wird das Ranking wieder von News.","""DSDS"" findet sein Publikum vor allem im linearen TV","Mit den linearen Quoten von ""Deutschland sucht den Superstar"" kann RTL ziemlich zufrieden sein, im Streaming spielte ""DSDS"" zum Auftakt zunächst eine untergeordnete Rolle. Dominiert wird das Ranking wieder von News.","“DSDS” finds its audience primarily on linear TV. RTL can be quite satisfied with the linear ratings for “Deutschland sucht den Superstar”, although “DSDS” initially played a minor role in streaming. The ranking is again dominated by news.","""DSDS"" auditorium suum invenit praesertim in TV lineari. RTL satis contenti esse possunt linealibus aestimationes pro ""Deutschland sucht den Superstar"", quamvis initio ""DSDS"" minorem partem in effusis egit. Ordo nuntium denuo dominatur.",https://www.dwdl.de/zahlenzentrale/106160/dsds_findet_sein_publikum_vor_allem_im_linearen_tv/,https://www.dwdl.de/images/1775138433_deutschland-sucht-den-superstar.jpg,,"Am Ostersamstag meldete sich ""Deutschland sucht den Superstar"" nach einer recht langen Pause zurück und bescherte RTL noch einmal sehr ordentliche Quoten. Im Streaming spielte ""DSDS"" zumindest auf de… [+5008 chars]",,2026-04-18 03:25:22+00:00,wmo,Switzerland,WCE,Europe
98a4d97ba06f92f7feeae8fecfb04302,2026-04-16T10:37:39Z,Snow&Ice,Frost in den Ostfjorden,www.tagesspiegel.de,de,0.1,Fernsehtipps zum Wochenende: Ein Flüchtlingsboot sinkt: Retten oder wegschauen?. Die deutsche Produktion „Styx“ mit Susanne Wolff stellt die richtigen Fragen zur richtigen Zeit. Dazu haben wir weitere Filmempfehlungen zum Wochenende.,Fernsehtipps zum Wochenende: Ein Flüchtlingsboot sinkt: Retten oder wegschauen?,Die deutsche Produktion „Styx“ mit Susanne Wolff stellt die richtigen Fragen zur richtigen Zeit. Dazu haben wir weitere Filmempfehlungen zum Wochenende.,TV tips for the weekend: A refugee boat sinks: Save or look the other way? The German production “Styx” with Susanne Wolff asks the right questions at the right time. We have further film recommendations for the weekend.,"TV apicibus pro volutpat vestibulum: Navis profugus deprimit: Salvum an alium vide viam? Productio Germanica ""Styx"" cum Susanna Wolff opportunas quaestiones quaerit in tempore. We have further recommendations amet volutpat.",https://www.tagesspiegel.de/kultur/fernsehtipps-zum-wochenende-ein-fluchtlingsboot-sinkt-retten-oder-wegschauen-15477680.html,https://www.tagesspiegel.de/images/15478246/alternates/BASE_16_9_W1400/1776253039000/styx.jpeg,,"Das Berufsbild des Astronauten erfährt in diesen Tagen besondere Aufmerksamkeit. Zum einen nach der Mondmission der Artemis 2, zum anderen mit dem Kinofilm Der Astronaut. Da passt Gattaca, der Spielf… [+9450 chars]",,2026-04-18 03:25:22+00:00,wmo,Iceland,GIC,Europe
49bba5abaa228a50e75721d9d46e94c5,2026-04-13T02:00:37Z,Snow&Ice,Schneedomleschg,www.stern.de,de,0.2,Versicherungswirtschaft: Unwetterschäden an Autos in Bayern mehr als halbiert. Berlin/München - Unwetter haben 2025 sehr viel weniger Schäden an Autos in Bayern angerichtet. Insgesamt zahlten die Versicherer deswegen im Freistaat,Versicherungswirtschaft: Unwetterschäden an Autos in Bayern mehr als halbiert,Berlin/München - Unwetter haben 2025 sehr viel weniger Schäden an Autos in Bayern angerichtet. Insgesamt zahlten die Versicherer deswegen im Freistaat,"Insurance industry: Storm damage to cars in Bavaria more than halved. Berlin/Munich - Storms caused much less damage to cars in Bavaria in 2025. Overall, the insurers therefore paid in the Free State","Cautionum industria: Tempestas damnum carros in Bavaria plus dimidiatum est. Berlin/Munich - Tempestates multo minus detrimentum carros in Bavaria anno 2025. Super, insurers in liberae rei publicae solvitur.",https://www.stern.de/gesellschaft/regional/bayern/versicherungswirtschaft--unwetterschaeden-an-autos-in-bayern-mehr-als-halbiert-37302234.html,https://image.stern.de/37302236/t/-c/v1/w1440/r1.7778/-/13--jkbtiuwbsev5axs2048jpeg---2c0c45f0c1cd0000.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Das Wetter schlug vergangenes Jahr im Freistaat sehr viel seltener zu. Das gilt auch für Deutschland, in Bayern ist der Rückgang aber stärker.
U… [+1946 chars]",,2026-04-18 15:49:58+00:00,wmo,Switzerland,WCE,Europe
42f3d64c5aa52529b06f7d8404c15c25,2026-04-16T03:04:16Z,Snow&Ice,Eis Grindelwald,www.tagesspiegel.de,de,0.2,Schwergewitter: Deutsche Unternehmen stark hagelgefährdet. Mit steigenden Temperaturen im Frühjahr rückt auch die Hagelsaison näher. Die in den vergangenen Jahrzehnten gestiegenen Hagelschäden sollten nicht nur Haus- und Autobesitzern zu denken geben.,Schwergewitter: Deutsche Unternehmen stark hagelgefährdet,Mit steigenden Temperaturen im Frühjahr rückt auch die Hagelsaison näher. Die in den vergangenen Jahrzehnten gestiegenen Hagelschäden sollten nicht nur Haus- und Autobesitzern zu denken geben.,"Severe thunderstorm: German companies at high risk of hail. As temperatures rise in spring, the hail season also approaches. The increase in hail damage in recent decades should not only be a concern for home and car owners.","Gravis tonitribus: Germanicae turmae in magno periculo grandinis. Sicut temperaturas vere oriuntur, grando etiam tempus accedit. Augmentum damni in decenniis proximis decenniis grandinem augere non debet nisi cura pro aris et dominis currus.",https://www.tagesspiegel.de/wirtschaft/schwergewitter-deutsche-unternehmen-stark-hagelgefahrdet-15481655.html,https://www.tagesspiegel.de/images/15481653/alternates/BASE_16_9_W1400/1776308656000/gefahrlicher-hagel.jpeg,,Deutsche Unternehmen werden nach einer Analyse der Allianz gemessen an der vergleichsweise kleinen Landfläche überdurchschnittlich schwer von Hagelschäden getroffen. Deutschland steht laut Berechnung… [+3942 chars],,2026-04-18 15:49:58+00:00,wmo,Switzerland,WCE,Europe
09b01a3f7c4e298a1ae8fcc0d2c65936,2026-04-02T07:02:00Z,Snow&Ice,Schnee Maderanertal,www.stern.de,de,0.3,"Schnee, Eis, Glätte: Hier sehen Sie aktuelle Wetterwarnungen für Ihren Wohnort. Droht ein Unwetter, gibt der Deutsche Wetterdienst (DWD) eine Warnung mit Gefahrenhinweisen heraus. Sehen Sie hier, ob es aktuelle Warnungen für ihren Wohnort gibt.","Schnee, Eis, Glätte: Hier sehen Sie aktuelle Wetterwarnungen für Ihren Wohnort","Droht ein Unwetter, gibt der Deutsche Wetterdienst (DWD) eine Warnung mit Gefahrenhinweisen heraus. Sehen Sie hier, ob es aktuelle Warnungen für ihren Wohnort gibt.","Snow, ice, slippery conditions: Here you can see current weather warnings for your place of residence. If a storm is imminent, the German Weather Service (DWD) issues a warning with danger information. Check here whether there are current warnings for your place of residence.","Nives, glacies, lubricae conditiones: Hic videre potes monita tempestatis currenti pro habitaculo tuo. Si tempestas immineat, Germanorum Tempestas Service (DWD) admonitionem cum periculo informationis praebet. Hic inspicias num monita sint currenti tuo commorationis loco.",https://www.stern.de/panorama/wetter/warnung-vor-schneefall--karte-zeigt-aktuelle-warnungen-des-dwd-35919622.html,https://image.stern.de/37004922/t/q_/v1/w1440/r1.7778/-/teaser-unwetter-schnee-eis-glaette.jpg,,"Die Karten in diesem Artikel zeigen aktuelle Unwetterwarnungen des Deutschen Wetterdienstes (DWD). Die Warnungen sind je nach Abstufung unterschiedlich eingefärbt. Eine grüne Einfärbung bedeutet, das… [+1583 chars]",,2026-04-18 15:49:58+00:00,wmo,Switzerland,WCE,Europe
43d5bf08c8d8fe6155658aa38c324f0d,2026-04-13T02:00:34Z,Storm,Sturm Voitsberg,www.stern.de,de,0.7,"Versicherungswirtschaft: Versicherer: Weniger Unwetterschäden an Autos in Hamburg. Umstürzende Bäume oder Hagel können Autos stark beschädigen. Wie aus Zahlen der Versicherer hervorgeht, passierte das im vergangenen Jahr in Hamburg aber vergleichsweise selten.",Versicherungswirtschaft: Versicherer: Weniger Unwetterschäden an Autos in Hamburg,"Umstürzende Bäume oder Hagel können Autos stark beschädigen. Wie aus Zahlen der Versicherer hervorgeht, passierte das im vergangenen Jahr in Hamburg aber vergleichsweise selten.","Insurance industry: Insurers: Less storm damage to cars in Hamburg. Falling trees or hail can cause serious damage to cars. As figures from insurers show, this happened comparatively rarely in Hamburg last year.","Cautionum industria: Insurers: Minus tempestas damnum cars in Hamburg. Arbores cadentes vel grando currus grave damnum facere possunt. Sicut figurae ex insurers ostendunt, hoc anno proximo Hamburgensi raro comparative accidit.",https://www.stern.de/gesellschaft/regional/hamburg-schleswig-holstein/versicherungswirtschaft--versicherer--weniger-unwetterschaeden-an-autos-in-hamburg-37302258.html,https://image.stern.de/37302260/t/EW/v1/w1440/r1.7778/-/13--pfxawogdkiv15axs2048jpeg---d9691d5dcb757f70.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Umstürzende Bäume oder Hagel können Autos stark beschädigen. Wie aus Zahlen der Versicherer hervorgeht, passierte das im vergangenen Jahr in Hamb… [+1644 chars]",,2026-04-18 15:49:58+00:00,wmo,Austria,WCE,Europe
736414e5c8d0ae1912b623f2cc0f9189,2026-04-02T09:31:29Z,Snow&Ice,Frost Val d'Hérens,www.welt.de,de,0.8,"Sandsturm aus Afrika färbt Luft über griechischen Inseln glutorange. Heftige Unwetter und ein Sandsturm aus Afrika haben die Luft über griechischen Inseln glutorange gefärbt. Behörden rufen die Bevölkerung auf, zu Hause zu bleiben. Schulen blieben geschlossen, der Flugverkehr war zeitweise eingeschränkt.",Sandsturm aus Afrika färbt Luft über griechischen Inseln glutorange,"Heftige Unwetter und ein Sandsturm aus Afrika haben die Luft über griechischen Inseln glutorange gefärbt. Behörden rufen die Bevölkerung auf, zu Hause zu bleiben. Schulen blieben geschlossen, der Flugverkehr war zeitweise eingeschränkt.",Sandstorm from Africa turns air over Greek islands fiery orange. Severe storms and a sandstorm from Africa have turned the air over the Greek islands fiery orange. Authorities are calling on the population to stay at home. Schools remained closed and air traffic was temporarily restricted.,Tempestas ex Africa aerem vertit in insulas Graecas aurantiacam igneam. Procellae graves et arenae ex Africa aerem in insulas Graecas flammiferas converterunt. Auctoritates vocant multitudinem domi manendi. Clausa scholarum manebat et mercaturae aer ad tempus restrictus erat.,https://www.welt.de/vermischtes/video69ce1addde66bddfe53e2e43/apokalyptische-bilder-sandsturm-aus-afrika-faerbt-luft-ueber-griechischen-inseln-glutorange.html,https://images.welt.de/69ce1addde66bddfe53e2e43/5f2c323d08fe2b8fcdca8d83ca8e79f2-master/ci16x9-w1200/dpa-com-20090101-260401-911-021805-jpg,,"Heftige Unwetter und ein Sandsturm aus Afrika haben die Luft über griechischen Inseln glutorange gefärbt. Behörden rufen die Bevölkerung auf, zu Hause zu bleiben. Schulen blieben geschlossen, der Flu… [+96 chars]",,2026-04-18 15:49:58+00:00,wmo,Switzerland,WCE,Europe
743e4071911718cfd5ac04ac7fdf5198,2026-04-12T22:36:14Z,Thunderstorm,Unwetter Deutschland,www.tagesspiegel.de,de,0.8,Versicherungswirtschaft: Unwetterschäden an Autos in Deutschland fast halbiert. Das Wetter schlug vergangenes Jahr sehr viel seltener zu. Das gilt aber nicht für alle Bundesländer.,Versicherungswirtschaft: Unwetterschäden an Autos in Deutschland fast halbiert,Das Wetter schlug vergangenes Jahr sehr viel seltener zu. Das gilt aber nicht für alle Bundesländer.,Insurance industry: Storm damage to cars in Germany almost halved. The weather struck much less frequently last year. But this does not apply to all federal states.,Cautionum industria: Tempestas damnum carros in Germania fere dimidiatum est. Multo minus saepe priore anno tempestas percussit. Sed hoc non convenit omnibus civitatibus foederatis.,https://www.tagesspiegel.de/wirtschaft/versicherungswirtschaft-unwetterschaden-an-autos-in-deutschland-fast-halbiert-15464042.html,https://www.tagesspiegel.de/images/15464419/alternates/BASE_16_9_W1400/1776061043000/schaden-durch-naturgefahren.jpeg,,"Unwetter und andere Naturgefahren haben 2025 deutlich weniger Schäden an Autos verursacht als im Vorjahr. Insgesamt zahlten die Versicherer in Deutschland deswegen 650 Millionen Euro an ihre Kunden, … [+1890 chars]",,2026-04-18 15:49:58+00:00,wmo,Germany,WCE,Europe
