index,published,topic,term,domain,language,valid,de,title,description,en,la,url,image,archive,content,quote,added,feed,country,ipcc,continent
291a8d4b25eb076310fbafa107645e5a,2026-05-01T00:29:19Z,Snow&Ice,Eis Schweiz,www.nzz.ch,de,0.2,"Eine Geschichte der Sportromantik: Gottéron entsteigt dem Mittelmass und ist erstmals Schweizer Meister. Gottéron galt als Inbegriff des charmanten Verlierers. Dass sich dieser Verein nach 89 Jahren erstmals als Champion feiern lassen darf, ist eine gute Nachricht für das Schweizer Eishockey.",Eine Geschichte der Sportromantik: Gottéron entsteigt dem Mittelmass und ist erstmals Schweizer Meister,"Gottéron galt als Inbegriff des charmanten Verlierers. Dass sich dieser Verein nach 89 Jahren erstmals als Champion feiern lassen darf, ist eine gute Nachricht für das Schweizer Eishockey.",A story of sports romance: Gottéron rises from mediocrity and is Swiss champion for the first time. Gottéron was considered the epitome of the charming loser. The fact that this club can be celebrated as champions for the first time in 89 years is good news for Swiss ice hockey.,Narratio de ludis romance: Gottéron ex mediocritate oritur et primum Helvetius propugnator est. Gotteron lepidus censebatur epitomen tem. Factum hoc clava celebrari potest ut pugiles primum in 89 annis bonum nuntium pro glacie hockey Helvetica.,https://www.nzz.ch/sport/eishockey/eine-geschichte-der-sportromantik-gotteron-entsteigt-dem-mittelmass-und-ist-erstmals-schweizer-meister-ld.10005320,"https://img-msp-prod.nzz.ch/2026/04/30/60b62aa9-4c1a-44c0-af80-6fe5a74c0121.jpg?width=1200&height=674&fit=bounds&quality=75&auto=webp&crop=4159,2339,x0,y21&wmark=nzz",,"Gottéron galt als Inbegriff des charmanten Verlierers. Dass sich dieser Verein nach 89 Jahren erstmals als Champion feiern lassen darf, ist eine gute Nachricht für das Schweizer Eishockey.
Nicola Be… [+9720 chars]",,2026-05-04 04:01:53+00:00,wmo,Switzerland,WCE,Europe
bbf8b13c03a7b337246291085e118364,2026-05-01T07:19:47Z,Snow&Ice,Schnee Biel Neuenburg,www.sueddeutsche.de,de,0.6,Feiertag: Bilderbuchwetter zum Start in den Mai. Bei wolkenlosem Himmel steigen die Temperaturen deutlich. Auf die Menschen in Deutschland wartet Biergartenwetter.,Feiertag: Bilderbuchwetter zum Start in den Mai,Bei wolkenlosem Himmel steigen die Temperaturen deutlich. Auf die Menschen in Deutschland wartet Biergartenwetter.,"Holiday: picture-perfect weather to start May. When the sky is clear, temperatures rise significantly. Beer garden weather awaits people in Germany.","Festus: picturae-perfectae tempestatis initium Mai. Cum caelum serenum est, temperaturae signanter oriuntur. Bersabee hortus in Germania homines exspectat tempestas.",https://www.sueddeutsche.de/panorama/wetter-bayern-deutschland-mai-sonne-wolken-li.3476758,https://www.sueddeutsche.de/2026/05/01/24443714-10bd-4cb1-aba5-a0511ba29bef.jpg?q=60&fm=webp&width=1200&rect=0%2C113%2C4000%2C2250,,"Auch für Bayern sagt der DWD einen nahezu wolkenlosen und sonnigen Tag vorher beste Voraussetzungen für Ausflüge, Biergartenbesuche und die Maikundgebungen der Gewerkschaften. In Südbayern soll es bi… [+2039 chars]",,2026-05-04 21:16:43+00:00,wmo,Switzerland,WCE,Europe
2eae2431a7c9221e7006e2b811b8e9f5,2026-05-04T09:26:50Z,Drought,Trockenheit Österreich,vorarlberg.orf.at,de,0.8,"Trockenheit lässt Grundwasserpegel sinken. Rund 70 Prozent aller Messstellen in Österreich zeigen im Moment einen niedrigen oder sogar sehr niedrigen Grundwasserstand auf. Bei mehr als jeder zehnten Messstelle liegt der Wasserstand so niedrig wie Ende April noch nie, warnt die Umweltorganisation Green…",Trockenheit lässt Grundwasserpegel sinken,"Rund 70 Prozent aller Messstellen in Österreich zeigen im Moment einen niedrigen oder sogar sehr niedrigen Grundwasserstand auf. Bei mehr als jeder zehnten Messstelle liegt der Wasserstand so niedrig wie Ende April noch nie, warnt die Umweltorganisation Green…","Drought causes groundwater levels to drop. Around 70 percent of all measuring points in Austria currently show a low or even very low groundwater level. At more than one in ten measuring points, the water level is lower than ever before at the end of April, warns the environmental organization Green...","Siccitas causat groundwater campester stillare. Circiter 70 centesimas omnium punctorum metientium in Austria nunc in plano aquae demissa vel etiam nimis inferiora monstrant. Ad plus quam unum in decem punctis mensurae, aqua gradu inferior est quam umquam ante finem mensis Aprilis, ordo viridis environmental monet...",https://vorarlberg.orf.at/stories/3352707/,https://ibs.orf.at/vbg?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2022%2F34%2F14%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F1459883_master_528414_alpen2.jpg%3Fs%3De8005c42081d20607e7527040ff5a741946d9a38,,"In Vorarlberg werden vom Bundesministerium für Land- und Forstwirtschaft, Klima- und Umweltschutz, Regionen und Wasserwirtschaft (BMLUK) 24 Grundwassermessstellen gelistet, auf die sich Greenpeace be… [+2051 chars]",,2026-05-05 11:24:19+00:00,edo,Austria,WCE,Europe
7ba5740945cc8e55a3e57ff2c466338e,2026-05-05T11:44:00Z,Drought,Trockenheit Österreich,oesterreich.orf.at,de,0.7,"Rekordtrockenheit setzt Bauern stark zu. Die Rekordtrockenheit im März und April in weiten Teilen Österreichs sorgt in der Landwirtschaft für Nervosität. Bäuerinnen und Bauern verzeichnen erste Schäden. „Es wird Ausfälle geben, vor allem bei Wintergetreide, Mais, Soja, aber auch im Grünland“, sagte …",Rekordtrockenheit setzt Bauern stark zu,"Die Rekordtrockenheit im März und April in weiten Teilen Österreichs sorgt in der Landwirtschaft für Nervosität. Bäuerinnen und Bauern verzeichnen erste Schäden. „Es wird Ausfälle geben, vor allem bei Wintergetreide, Mais, Soja, aber auch im Grünland“, sagte …","Record drought is taking a toll on farmers. The record drought in March and April in large parts of Austria is causing nervousness in agriculture. Farmers are recording the first damage. “There will be failures, especially in winter cereals, corn, soy, but also in grassland,” said...","Tabula siccitatis portorium agricolae accipit. Recordum siccitatis mense Martio et Aprili in magnis partibus Austriae timiditatem in agricultura causat. Agricolae damnum primum memorant. ""Defectus erunt, praesertim hieme frugum, frumentum, soy, sed etiam in pratis,"" dixit...",https://oesterreich.orf.at/stories/3352934/,https://ibs.orf.at/oes?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2026%2F19%2F93%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F3026425_master_1170793_trockenheit_landwirtschaftskammer_dach_vik.jpg%3Fs%3Dfe74eb42b68403f5511c0fd53e67bad614b26c07,,"Ohne ordentlichen Regen in den nächsten zwei Wochen werde es deutliche Ertragseinbußen geben, sagte Moosbrugger. Die Lage in der Landwirtschaft wird sich aber wohl vorläufig nicht entspannen, weil fü… [+4089 chars]",,2026-05-06 11:59:12+00:00,edo,Austria,WCE,Europe
4ca6482833097615378623343ab65f9c,2026-05-04T14:22:26Z,Drought,Trockenheit Österreich,www.diepresse.com,de,0.8,Wegen Trockenheit: Grundwasserstände sind in Österreich viel zu niedrig. 200 Messstellen wurden in Österreich untersucht. Bei mehr als jeder Zehnten lag der Wasserstand so niedrig wie Ende April noch nie. Diese drei Bundesländer sind besonders stark betroffen.,Wegen Trockenheit: Grundwasserstände sind in Österreich viel zu niedrig,200 Messstellen wurden in Österreich untersucht. Bei mehr als jeder Zehnten lag der Wasserstand so niedrig wie Ende April noch nie. Diese drei Bundesländer sind besonders stark betroffen.,"Because of drought: Groundwater levels in Austria are far too low. 200 measuring points were examined in Austria. For more than one in ten, the water level was lower than ever at the end of April. These three federal states are particularly badly affected.","Propter siccitatem: Groundwater gradus in Austria longe nimis sunt humiles. 200 mensurae puncta in Austria examinata sunt. Nam plus quam unum in decem, aqua gradu inferiore quam umquam fine mensis Aprilis. Hi tres status foederati imprimis male affecti sunt.",https://www.diepresse.com/21989815/wegen-trockenheit-grundwasserstaende-sind-in-oesterreich-viel-zu,https://img.diepresse.com/public/incoming/4be3el-kein-titel/alternates/DPR_SOCIAL_NACHRICHTEN/kein%20Titel,,"200 Messstellen wurden in Österreich untersucht. Bei mehr als jeder Zehnten lag der Wasserstand so niedrig wie Ende April noch nie. Diese drei Bundesländer sind besonders stark betroffen.
Rund 70 Pr… [+3367 chars]",,2026-05-06 11:59:12+00:00,edo,Austria,WCE,Europe
4a5f595b0f6a6e362c7487c16f13f0b4,2026-05-01T11:09:45Z,Snow&Ice,eiskaltes Turtmanntal,www.tagesspiegel.de,de,0.1,Zum Tod des Literaturkritikers Volker Hage: Bombenkrieg und Bocksgesänge. Volker Hage sorgte beim „Spiegel“ als Literaturchef immer wieder für große Debatten. Nun ist er im Alter von 76 Jahren in Hamburg gestorben. Ein Nachruf.,Zum Tod des Literaturkritikers Volker Hage: Bombenkrieg und Bocksgesänge,Volker Hage sorgte beim „Spiegel“ als Literaturchef immer wieder für große Debatten. Nun ist er im Alter von 76 Jahren in Hamburg gestorben. Ein Nachruf.,On the death of the literary critic Volker Hage: Bombing war and goat songs. Volker Hage repeatedly caused major debates as head of literature at “Spiegel”. He has now died in Hamburg at the age of 76. An obituary.,"Volkeri Hage de morte literarii critici: Bombingae belli caprinae. Volker Hage saepe maiores disputationes in capite litterarum fecit ""Spiegel"". Mortuus est Hamburgi ante annos 76. An obituarium.",https://www.tagesspiegel.de/kultur/zum-tod-des-literaturkritikers-volker-hage-bombenkrieg-und-bocksgesange-15546781.html,https://www.tagesspiegel.de/images/15546827/alternates/BASE_16_9_W1400/1777629064000/volker-hage-journalist-autor-10-18-thg-volker-hage-am-12-oktober-2018-wahrend-der-frankfurter-bu.jpeg,,"Als Volker Hage im November 1975, da war er 25-jährig gerade Literaturredakteur bei der FAZ geworden, von seinem Literaturchef Marcel Reich-Ranicki gefragt wurde, wer 1813 geboren wurde, konnte er da… [+3422 chars]",,2026-05-06 21:19:24+00:00,wmo,Switzerland,WCE,Europe
447978508221407045fb5d6ed13b19cd,2026-05-05T15:52:11Z,Snow&Ice,Eis glâne,www.faz.net,de,0.1,Im Alter von 77 Jahren: Batschkapp-Chef Ralf Scheffler gestorben. Er hat den Frankfurter Musikclub Batschkapp in den vergangenen 50 Jahren zu einem der wichtigsten Konzertlokale der Republik geformt. Das muss sein Jubiläum nun ohne ihn feiern.,Im Alter von 77 Jahren: Batschkapp-Chef Ralf Scheffler gestorben,Er hat den Frankfurter Musikclub Batschkapp in den vergangenen 50 Jahren zu einem der wichtigsten Konzertlokale der Republik geformt. Das muss sein Jubiläum nun ohne ihn feiern.,"At the age of 77: Batschkapp boss Ralf Scheffler died. Over the past 50 years, he has shaped the Frankfurt music club Batschkapp into one of the most important concert venues in the republic. That now has to celebrate its anniversary without him.","LXXVII annos natus: Batschkapp bulla Radulfi Scheffler mortuus est. Praeteritis 50 annis, Batschkapp clavam musicam Francofurtensis in unam ex maximis venues in republica concentus conformavit. Qui nunc habet suum anniversarium sine eo celebrare.",https://www.faz.net/aktuell/rhein-main/frankfurt/frankfurt-batschkapp-chef-ralf-scheffler-gestorben-200800990.html,https://media0.faz.net/image/w1200h627/e49550155579/w4252h2221x0y307o/201210/431.0.46073614/ralf-scheffler.webp,,"Er wolle dies machen, bis er umfalle, sagte Ralf Scheffler einmal im Gespräch mit der F.A.Z und meinte damit seine Arbeit für den legendären Frankfurter Musikclub Batschkapp, dessen Chef und Mitgründ… [+3793 chars]",,2026-05-06 21:19:24+00:00,wmo,Switzerland,WCE,Europe
b79457c059558481cda3f672ed8a82c9,2026-05-03T07:21:00Z,Storm,Sturm Urner Oberland,www.stern.de,de,0.3,"Wetter am Wochenende: Nach der Sonne kommen Gewitter – Karten zeigen, wo es blitzt und kracht. Das Wetter an diesem langen Wochenende war zunächst sonnig, trocken und warm. Dann folgten Gewitter. Wo es jetzt noch krachen kann. Unsere Wetterkarten zeigen die Lage.","Wetter am Wochenende: Nach der Sonne kommen Gewitter – Karten zeigen, wo es blitzt und kracht","Das Wetter an diesem langen Wochenende war zunächst sonnig, trocken und warm. Dann folgten Gewitter. Wo es jetzt noch krachen kann. Unsere Wetterkarten zeigen die Lage.","Weather at the weekend: After the sun comes thunderstorms - maps show where there is lightning and crashes. The weather this long weekend was initially sunny, dry and warm. Then thunderstorms followed. Where things can still crash now. Our weather maps show the location.","Tempestas volutpat: Post sol tonitribus venit - maps monstrant ubi fulgura et fragores sunt. Tempestas tam longa volutpat initio aprica, sicca et calida fuit. Secuti sunt ergo tonitrua. Quo res etiam nunc fragore possint. Nostrae tempestatis tabulae situm monstrant.",https://www.stern.de/panorama/wetter-karten-deutschland--hier-drohen-jetzt-gewitter-und-starkregen-37360530.html,https://image.stern.de/37363534/t/oP/v1/w1440/r1.7778/-/wetter-deutschland-sonntag.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Das Wetter an diesem langen Wochenende war zunächst sonnig, trocken und warm. Dann folgten Gewitter. Wo es jetzt noch krachen kann. Unsere Wetter… [+3701 chars]",,2026-05-06 21:19:24+00:00,wmo,Switzerland,WCE,Europe
06d3fe14294e3b153967b5feddd8f8f7,2026-05-01T12:32:00Z,Snow&Ice,eiskalte Moutier-Tavannes,www.stern.de,de,0.7,"Wetter am Wochenende: Erst viel Sonne, dann Gewitter – Karten zeigen, wo es blitzt und kracht. Das Wetter an diesem langen Wochenende ist zunächst sonnig, trocken und warm. Aber es bleibt nicht so, Gewitter sind im Anmarsch. Unsere Wetterkarten zeigen die Lage","Wetter am Wochenende: Erst viel Sonne, dann Gewitter – Karten zeigen, wo es blitzt und kracht","Das Wetter an diesem langen Wochenende ist zunächst sonnig, trocken und warm. Aber es bleibt nicht so, Gewitter sind im Anmarsch. Unsere Wetterkarten zeigen die Lage","Weather at the weekend: First lots of sun, then thunderstorms - maps show where there is lightning and crashes. The weather this long weekend will initially be sunny, dry and warm. But it doesn't stay that way, thunderstorms are approaching. Our weather maps show the location","Tempestas in volutpat vestibulum: primum sortes solis, deinde procellis - maps ostendunt ubi fulgura et fragores sunt. Tempestas tam longa volutpat initio aprica, sicca et calida erit. Sed hoc modo non obstat, accedunt tonitrua. Nostrae tempestatis tabulae situm monstrant",https://www.stern.de/panorama/wetter-karten-deutschland--wo-nach-dem-sonnenschein-gewitter-drohen-37360530.html,https://image.stern.de/37360602/t/_I/v2/w1440/r1.7778/-/wetter-deutschland-sonne-gewitter.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Das Wetter an diesem langen Wochenende ist zunächst sonnig, trocken und warm. Aber es bleibt nicht so, Gewitter sind im Anmarsch. Unsere Wetterka… [+3516 chars]",,2026-05-06 21:19:24+00:00,wmo,Switzerland,WCE,Europe
3b8653a469d0d19e698b4fadd67ebf01,2026-05-04T09:10:01Z,Precipitation,Regen Deutschland,www.stern.de,de,0.8,Wälder in Flammen: Feuerwehren kämpfen gegen Waldbrände – Hoffnung auf Regen. Jetrichovice/Jüterbog/Ruhpolding - Nach zahlreichen Waldbränden am Wochenende in Deutschland und Tschechien warten viele Menschen nun auf Regen. «Wir,Wälder in Flammen: Feuerwehren kämpfen gegen Waldbrände – Hoffnung auf Regen,Jetrichovice/Jüterbog/Ruhpolding - Nach zahlreichen Waldbränden am Wochenende in Deutschland und Tschechien warten viele Menschen nun auf Regen. «Wir,"Forests in flames: Fire departments fight forest fires – hope for rain. Jetrichovice/Jüterbog/Ruhpolding - After numerous forest fires over the weekend in Germany and the Czech Republic, many people are now waiting for rain. ""We","Silvae in flammis: ignis Dicasteria pugnant ignes silvae – spes pluviae. Jetrichovice/Jüterbog/Ruhpolding - Post numerosos ignes silvarum super volutpat in Germania et Res publica Bohemica, multi homines iam pluvias exspectant. ""Nos""",https://www.stern.de/panorama/waelder-in-flammen--feuerwehren-kaempfen-gegen-waldbraende---hoffnung-auf-regen-37365762.html,https://image.stern.de/37365764/t/8v/v1/w1440/r1.7778/-/04--teh3jqsbf3v5axs2048jpeg---61dde6bcb349adef.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Waldbrände in Deutschland und Tschechien halten Einsatzkräfte in Atem Hoffnung ruht jetzt auf dem angekündigten Regen.
Nach zahlreichen Waldbrän… [+2767 chars]",,2026-05-06 21:19:24+00:00,wmo,Germany,WCE,Europe
